Cars,Price,Mileage
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$6,000","Mileage 160,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$6,000","Mileage 160,000 km"
2007 Jaguar X-Type 4dr Sdn,"$6,000","Mileage 137,000 km"
2009 Honda Civic 4dr Auto EX-L,"$6,000","Mileage 160,000 km"
2006 Audi A8 L 4dr Sdn 4.2L quattro LWB Auto,"$6,000",Mileage 335 km
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$6,000","Mileage 163,405 km"
2012 Volkswagen Jetta 4dr 2.5L Auto Comfortline,"$6,000","Mileage 182,000 km"
2009 Cadillac CTS 4dr Sdn AWD w/1SA,"$6,000","Mileage 196,000 km"
2012 Ford Focus 4dr Sdn SE,"$6,000","Mileage 147,000 km"
2011 Volkswagen Jetta 4dr 2.0T TDI Man Highline,"$6,000","Mileage 254,430 km"
2010 Mazda Mazda3 4dr Sdn Auto GS,"$6,000","Mileage 180,000 km"
2012 Volkswagen Jetta 4dr 2.5L Auto Highline,"$6,000","Mileage 155,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$6,000","Mileage 198,000 km"
2008 Toyota Camry 4dr Sdn I4 Auto SE,"$5,999","Mileage 204,600 km"
2012 Ford Fusion 4dr Sdn SEL AWD,"$5,999","Mileage 195,000 km"
2011 Nissan Sentra 4dr Sdn I4 CVT 2.0,"$5,999","Mileage 97,000 km"
2010 Toyota Camry 4dr Sdn I4 Auto SE,"$5,999","Mileage 210,000 km"
2013 Ford Taurus 4dr Sdn SEL AWD,"$5,999","Mileage 213,800 km"
2011 Nissan Sentra 4dr Sdn I4 CVT 2.0,"$5,999","Mileage 88,469 km"
2009 Subaru Legacy 4dr Sdn Auto PZEV,"$5,995","Mileage 150,000 km"
2009 Toyota Camry 4dr Sdn I4 Auto LE,"$5,995","Mileage 178,242 km"
2010 Suzuki Grand Vitara 4WD 4dr I4 Auto JLX,"$5,995","Mileage 162,000 km"
2006 Toyota Corolla 4dr Sdn CE Auto,"$5,990","Mileage 198,500 km"
2011 Chevrolet Malibu 4dr Sdn LT,"$5,990","Mileage 88,000 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$5,975","Mileage 207,000 km"
2012 Volkswagen Passat 4dr Sdn 2.5L Auto Comfortline,"$5,950","Mileage 234,000 km"
2012 Chrysler 200 4dr Sdn Touring,"$5,900","Mileage 138,050 km"
2009 Mazda Mazda6 4dr Sdn I4 Man GT,"$5,900","Mileage 159,600 km"
2011 Mazda Mazda6 4dr Sdn I4 Auto GT,"$5,900","Mileage 187,000 km"
2012 Honda Civic 4dr Auto LX,"$5,900","Mileage 234,000 km"
2010 Kia Forte 4dr Sdn Man SX,"$5,900","Mileage 242,369 km"
2010 Honda Civic 4dr Auto Sport,"$5,900","Mileage 213,000 km"
2006 BMW 5 Series 4dr Sdn RWD 525i,"$5,900","Mileage 215,000 km"
2011 Volkswagen Jetta 4dr 2.5L Auto Highline,"$5,900","Mileage 179,000 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$5,900","Mileage 184,775 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$5,900","Mileage 184,775 km"
2011 Volkswagen Jetta 4dr 2.5L Auto Highline,"$5,900","Mileage 179,000 km"
2010 Chevrolet Cobalt 4dr Sdn LT w/1SB,"$5,900","Mileage 86,000 km"
2008 Cadillac CTS 4dr Sdn w/1SB,"$5,900","Mileage 132,626 km"
2012 Honda Civic 4dr Auto LX,"$5,900","Mileage 238,000 km"
2012 Mazda Mazda3 4dr Sdn Auto GX,"$5,800","Mileage 174,000 km"
2010 Subaru Legacy 4dr Sdn Auto 3.6 w/Limited   Multimedia Pkg,"$5,800","Mileage 230,000 km"
2010 Honda Civic 4dr Auto Sport,"$5,800","Mileage 131,400 km"
2009 BMW 3 Series 4dr Sdn 323i RWD,"$5,800","Mileage 165,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$5,800","Mileage 143,282 km"
2010 Toyota Corolla 4dr Sdn Auto XRS,"$5,800","Mileage 172,000 km"
2012 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$5,799","Mileage 133,000 km"
2016 Chevrolet Malibu 4dr Sdn LT,"$15,000","Mileage 17,000 km"
2014 Toyota Corolla 4dr Sdn CVT LE,"$12,995","Mileage 18,077 km"
2013 Toyota Corolla 4dr Sdn Auto S,"$9,500","Mileage 110,000 km"
2006 Audi A8 L 4dr Sdn 4.2L quattro LWB Auto,"$6,150","Mileage 255,125 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$4,500","Mileage 117,000 km"
2010 Mazda Mazda3 4dr Sdn Man GX,"$4,400","Mileage 148,000 km"
2006 Toyota Corolla 4dr Sdn CE Auto,"$4,000","Mileage 222,351 km"
2010 Honda Accord Sedan 4dr V6 Auto EX-L,"$2,890","Mileage 95,000 km"
2007 Acura CSX 4dr Sdn Auto Premium,"$5,750","Mileage 163,231 km"
2014 Chevrolet Cruze 4dr Sdn 1LT,"$5,700",Mileage 158 km
2010 Mazda Mazda3 4dr Sdn Man GT,"$5,700","Mileage 173,000 km"
2010 Kia Forte 4dr Sdn Auto EX w/Sunroof,"$5,600","Mileage 117,500 km"
2008 BMW 3 Series 4dr Sdn 323i RWD,"$5,600","Mileage 201,000 km"
2012 Hyundai Elantra 4dr Sdn Man GL,"$5,555","Mileage 210,000 km"
2005 Acura TSX 4dr Sdn Auto,"$5,500","Mileage 162,000 km"
2013 Nissan Sentra 4dr Sdn Man S,"$5,500","Mileage 213,550 km"
2013 Nissan Sentra 4dr Sdn CVT S,"$5,500","Mileage 178,436 km"
2014 Ford Focus 4dr Sdn SE,"$5,500","Mileage 210,000 km"
2010 Mazda Mazda3 4dr Sdn Auto GX,"$5,500","Mileage 180,000 km"
2010 Mazda Mazda3 4dr Sdn Auto GX,"$5,500","Mileage 180,000 km"
2011 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$5,500","Mileage 170,000 km"
2005 Acura TL 4dr Sdn Auto w/Navigation Pkg,"$5,500","Mileage 308,321 km"
2007 BMW 3 Series 4dr Sdn 335i RWD,"$5,500","Mileage 193,000 km"
2014 Chevrolet Cruze 4dr Sdn 1LT,"$5,500","Mileage 159,455 km"
2004 Acura TL 4dr Sdn 3.2L Manual w/Dynamic Pkg,"$5,500","Mileage 215,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$5,500","Mileage 164,000 km"
2008 Honda Accord 4dr I4 Man EX-L w/Navi,"$5,500","Mileage 196,100 km"
2005 Audi A8 4dr Sdn 4.2L quattro Auto,"$5,500","Mileage 230,000 km"
2011 Mazda Mazda6 4dr Sdn I4 Auto GS,"$5,500","Mileage 187,000 km"
2012 Hyundai Elantra 4dr Sdn Auto GL,"$5,500","Mileage 196,000 km"
2012 Hyundai Elantra 4dr Sdn Auto GL,"$5,500","Mileage 196,000 km"
2005 Chevrolet Malibu 4dr Sdn LS,"$5,500","Mileage 92,483 km"
2007 Audi A4 2007 4dr Sdn Auto 2.0T quattro,"$5,500","Mileage 182,000 km"
2009 Mazda Mazda3 4dr Sdn Man GS,"$5,500","Mileage 100,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$5,500",Mileage 213 km
2011 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$5,500","Mileage 140,000 km"
2011 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$5,500","Mileage 140,000 km"
2009 Dodge Avenger 4dr Sdn SE,"$5,500","Mileage 95,000 km"
2015 Kia Optima 4dr Sdn Auto LX,"$5,500","Mileage 240,000 km"
2012 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$5,500","Mileage 120,000 km"
2013 Ford Focus 4dr Sdn Titanium,"$5,500","Mileage 166,500 km"
2008 BMW 3 Series 4dr Sdn 323i RWD,"$5,500","Mileage 225,000 km"
2007 Acura TL 4dr Sdn AT Type-S,"$5,500","Mileage 368,000 km"
2012 Ford Focus 4dr Sdn SE,"$5,500",Mileage 136 km
2010 Cadillac CTS 4dr Sdn 3.0L AWD,"$5,500","Mileage 214,000 km"
2009 Toyota Corolla 4dr Sdn Man CE,"$5,500","Mileage 185,000 km"
2009 Honda Civic 4dr Auto DX-G,"$5,500","Mileage 172,000 km"
2009 Toyota Camry 4dr Sdn I4 Auto LE,"$5,500","Mileage 236,000 km"
2009 Volkswagen Passat 4dr Auto Highline,"$5,500","Mileage 179,000 km"
2012 Buick Regal 4dr Sdn w-1SB,"$5,499","Mileage 201,000 km"
2008 Honda Civic 4dr Auto LX,"$5,495","Mileage 153,587 km"
2011 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$5,400","Mileage 250,000 km"
2008 BMW 3 Series 4dr Sdn 335xi AWD,"$5,400","Mileage 215,000 km"
2010 Mitsubishi Lancer 4dr Sdn CVT DE,"$5,400","Mileage 139,000 km"
2011 Chevrolet Cruze 4dr Sdn LS+ w/1SB,"$5,400","Mileage 143,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$5,400","Mileage 117,000 km"
2009 Honda Civic 4dr Auto DX-G,"$5,400","Mileage 159,600 km"
2011 Ford Fusion 4dr Sdn I4 S FWD,"$5,400","Mileage 129,330 km"
2012 Ford Fusion 4dr Sdn SEL FWD,"$5,400","Mileage 104,300 km"
2006 Cadillac CTS 4dr Sdn 3.6L,"$5,350","Mileage 191,873 km"
2008 Mazda Mazda3 2008.5 4dr Sdn Auto GS,"$5,300","Mileage 123,447 km"
2010 Ford Fusion 4dr Sdn I4 SEL FWD,"$5,300","Mileage 203,000 km"
2006 BMW 3 Series 4dr Sdn RWD 323i,"$5,300","Mileage 139,700 km"
2010 Ford Focus 4dr Sdn SE,"$5,299","Mileage 98,515 km"
2010 Toyota Corolla 4dr Sdn Auto CE,"$5,299","Mileage 199,213 km"
2011 Hyundai Accent 4dr Sdn Auto L,"$5,257","Mileage 100,000 km"
2012 Chevrolet Cruze 4dr Sdn LS+ w-1SB,"$5,250","Mileage 135,550 km"
2002 Chrysler 300M 4dr Sdn,"$5,235","Mileage 106,714 km"
2011 Volvo S80 4dr Sdn FWD,"$5,200","Mileage 198,777 km"
2008 Nissan Altima 4dr Sdn V6 CVT 3.5 SE,"$5,200","Mileage 71,500 km"
2009 Mazda Mazda6 4dr Sdn I4 Auto GS,"$5,200","Mileage 146,000 km"
2008 Chrysler 300 4dr Sdn 300 Touring RWD,"$5,200","Mileage 143,000 km"
2009 Honda Civic 4dr Man EX-L,"$5,200",Mileage 180 km
2013 Mitsubishi Lancer 4dr Sdn CVT SE FWD,"$5,200","Mileage 218,500 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$5,200","Mileage 182,000 km"
2006 Honda Civic 4dr DX Manual,"$5,200","Mileage 110,000 km"
2010 Mazda Mazda6 4dr Sdn I4 Auto GS,"$5,200","Mileage 144,350 km"
2008 Toyota Camry 4dr Sdn V6 Auto SE,"$5,195","Mileage 233,670 km"
2009 Acura TSX 4dr Sdn Man w/Premium Pkg,"$5,100","Mileage 229,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$5,000","Mileage 269,000 km"
2013 Volkswagen Passat 4dr Sdn 2.5L Auto Comfortline,"$5,000","Mileage 235,000 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$5,000","Mileage 285,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$5,000","Mileage 225,000 km"
2006 BMW 5 Series 4dr Sdn RWD 530i,"$5,000","Mileage 120,423 km"
2007 Dodge Charger 4dr Sdn R/T RWD,"$5,000","Mileage 194,000 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$5,000","Mileage 265,000 km"
2009 Pontiac Vibe 4dr Wgn FWD,"$5,000","Mileage 210,000 km"
2011 Mitsubishi Lancer 4dr Sdn CVT GT,"$5,000","Mileage 1,450,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$5,000","Mileage 215,000 km"
2012 Nissan Versa 4dr Sdn I4 CVT 1.6 SV,"$5,000","Mileage 154,998 km"
2010 Kia Forte 4dr Sdn Auto EX,"$5,000","Mileage 151,000 km"
2010 Honda Accord Sedan 4dr I4 Auto LX,"$5,000","Mileage 180,000 km"
2012 Hyundai Elantra 4dr Sdn Auto GL,"$5,000","Mileage 196,000 km"
2010 Volkswagen Passat 4dr Auto Comfortline,"$5,000","Mileage 177,000 km"
2009 Subaru Impreza 4dr Sdn Man 2.5i w/Sport Pkg,"$5,000","Mileage 167,845 km"
2006 Volkswagen Jetta 4dr 2.0L Turbo DSG,"$5,000","Mileage 94,000 km"
2013 Hyundai Elantra 4dr Sdn Man GLS,"$5,000","Mileage 211,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto SE,"$5,000","Mileage 177,000 km"
2013 Volkswagen Jetta 4dr 2.5L Auto Comfortline,"$5,000","Mileage 180,000 km"
2006 Acura TSX 4dr Sdn Auto,"$5,000","Mileage 220,122 km"
2011 Chrysler 200 4dr Sdn Limited,"$5,000","Mileage 190,000 km"
2008 Acura TL 4dr Sdn Auto,"$5,000","Mileage 189,000 km"
2008 Dodge Charger 4dr Sdn SE RWD,"$5,000","Mileage 136,116 km"
2010 Honda Accord Sedan 4dr I4 Auto EX-L,"$5,000","Mileage 206,000 km"
2008 Dodge Charger 4dr Sdn SE RWD,"$5,000","Mileage 136,116 km"
2005 Acura RL 4dr Sdn,"$5,000","Mileage 205,000 km"
2008 BMW 3 Series 4dr Sdn 328xi AWD,"$5,000","Mileage 230,000 km"
2013 Mitsubishi Lancer 4dr Sdn CVT SE FWD,"$5,000","Mileage 218,100 km"
2015 Hyundai Genesis Sedan 4dr Sdn Technology,"$19,999","Mileage 98,852 km"
2013 Mercedes-Benz C-Class 4dr Sdn C 350 4MATIC,"$19,800","Mileage 38,000 km"
2013 Audi A6 4dr Sdn quattro 3.0T Premium,"$19,500","Mileage 58,000 km"
2013 BMW 3 Series 4dr Sdn 335i xDrive AWD,"$18,000","Mileage 121,000 km"
2017 Volkswagen Jetta Sedan 4dr 1.4 TSI Auto Trendline+,"$17,900","Mileage 51,013 km"
2018 Nissan Sentra SV CVT,"$16,000","Mileage 21,500 km"
2016 Hyundai Elantra 4dr Sdn Auto Limited,"$11,500","Mileage 95,694 km"
2012 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$6,995","Mileage 73,500 km"
2006 Cadillac STS 4dr Sdn V6,"$5,000","Mileage 159,000 km"
2010 Honda Civic 4dr Auto EX-L,"$5,000",Mileage 211 km
2009 Toyota Camry 4dr Sdn V6 Auto LE,"$5,000","Mileage 190,000 km"
2005 Chrysler 300 4dr Sdn 300 RWD,"$5,000","Mileage 165,000 km"
2014 Ford Focus 4dr Sdn SE,"$5,000","Mileage 135,000 km"
2010 Honda Civic 4dr Auto DX,"$5,000","Mileage 219,136 km"
2010 Nissan Maxima 4dr Sdn V6 CVT 3.5 SV,"$5,000","Mileage 210,000 km"
2011 Hyundai Elantra 4dr Sdn Auto GL,"$5,000","Mileage 209,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto SE,"$5,000","Mileage 211,600 km"
2013 Dodge Charger 4dr Sdn Police RWD,"$5,000","Mileage 176,800 km"
2011 Subaru Impreza 4dr Sdn Auto 2.5i w/Limited Pkg,"$5,000","Mileage 230,000 km"
2003 BMW 5 Series 540iA 4dr Sdn Auto,"$5,000","Mileage 258,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$5,000","Mileage 210,000 km"
2008 Toyota Corolla 4dr Sdn Auto CE,"$5,000","Mileage 115,000 km"
2009 Toyota Camry Hybrid 4dr Sdn,"$5,000","Mileage 181,000 km"
2011 Honda Civic 4dr Man SE,"$5,000","Mileage 164,629 km"
2002 Jaguar X-Type 4dr Sdn 2.5,"$4,999","Mileage 122,000 km"
2004 Acura TSX 4dr Sport Sdn Auto,"$4,999","Mileage 179,000 km"
2009 Honda Accord Sedan 4dr I4 Auto EX-L w/Navi,"$4,999","Mileage 226,000 km"
2010 Subaru Legacy 4dr Sdn Auto 2.5i w/Limited Pkg,"$4,999","Mileage 239,000 km"
2010 Buick LaCrosse 4dr Sdn CXL FWD,"$4,999","Mileage 76,900 km"
2011 Mazda Mazda3 4dr Sdn Man GS,"$4,999","Mileage 147,000 km"
2004 Toyota Camry 4dr Sdn LE Auto,"$4,999","Mileage 143,194 km"
2008 Honda Civic 4dr Auto LX,"$4,995","Mileage 153,587 km"
2008 Honda Civic 4dr Auto LX,"$4,995","Mileage 166,556 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$4,995","Mileage 305,000 km"
2011 Chevrolet Malibu 4dr Sdn LS,"$4,990","Mileage 157,000 km"
2014 Volkswagen Passat 4dr Sdn 2.5L Auto Comfortline *Ltd Avail*,"$4,990","Mileage 220,000 km"
2014 Nissan Sentra 4dr Sdn Man S,"$4,950","Mileage 296,000 km"
2010 Chrysler 300 4dr Sdn Touring RWD,"$4,950","Mileage 168,000 km"
2007 Audi A4 2007 4dr Sdn Manual 2.0T quattro,"$4,950","Mileage 357,482 km"
2010 Ford Fusion 4dr Sdn I4 SEL FWD,"$4,950","Mileage 169,000 km"
2006 Infiniti G35 4dr Auto Luxury RWD,"$4,950","Mileage 192,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$4,900","Mileage 213,000 km"
2008 BMW 3 Series 4dr Sdn 323i RWD,"$4,900","Mileage 167,000 km"
2010 Honda Civic 4dr Man EX-L,"$4,900","Mileage 193,000 km"
2009 Acura CSX 4dr Sdn Auto Tech Pkg,"$4,900","Mileage 115,000 km"
2007 Chrysler 300 4dr Sdn 300 RWD,"$4,900","Mileage 85,373 km"
2005 Subaru Impreza 4dr Sdn 2.5 RS Auto,"$4,900","Mileage 151,946 km"
2011 Honda Civic 4dr Auto SE,"$4,900","Mileage 192,500 km"
2009 Audi A4 4dr Sdn Auto 2.0T quattro Premium,"$4,895","Mileage 222,000 km"
2007 Toyota Camry 4dr Sdn V6 Auto LE,"$4,880","Mileage 182,000 km"
2005 Acura TL 4dr Sdn Auto,"$4,800","Mileage 168,000 km"
2010 Ford Focus 4dr Sdn SES,"$4,800","Mileage 162,843 km"
2011 Honda Civic 4dr Auto DX-G,"$4,800","Mileage 259,000 km"
2006 Acura CSX 4dr Sdn Premium Auto,"$4,800","Mileage 223,000 km"
2009 Toyota Camry Hybrid 4dr Sdn,"$4,800","Mileage 190,000 km"
2003 Honda Accord 4dr Sdn DX Auto,"$4,800","Mileage 136,248 km"
2012 Mazda Mazda3 4dr Sdn Man GS-SKY,"$4,750","Mileage 141,000 km"
2009 Mitsubishi Lancer 4dr Sdn CVT GTS,"$4,750","Mileage 173,300 km"
2007 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$4,750","Mileage 69,000 km"
2010 Mazda Mazda3 4dr Sdn Auto GS,"$4,750","Mileage 184,000 km"
2011 Nissan Versa 4dr Sdn I4 Auto 1.6 S,"$4,749","Mileage 145,547 km"
2008 Mazda Mazda3 2008 4dr Sdn Auto GS *Ltd Avail*,"$4,700","Mileage 148,700 km"
2009 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$4,700","Mileage 144,300 km"
2008 Saturn Aura 4dr Sdn XE,"$4,650","Mileage 67,685 km"
2008 Toyota Camry Hybrid 4dr Sdn,"$4,600","Mileage 189,000 km"
2011 Ford Focus 4dr Sdn SE,"$4,600","Mileage 125,000 km"
2009 Nissan Altima 4dr Sdn I4 Man 2.5 S,"$4,599","Mileage 137,000 km"
2006 Mazda Mazda3 4dr Sdn GS Auto,"$4,500","Mileage 84,882 km"
2008 Hyundai Sonata 4dr Sdn I4 Auto GL,"$4,500","Mileage 143,515 km"
2001 Mercedes-Benz E-Class 4dr Sdn 4.3L 4MATIC,"$4,500","Mileage 152,000 km"
2010 Ford Focus 4dr Sdn SE,"$4,500","Mileage 120,000 km"
2012 Ford Focus 4dr Sdn SE,"$4,500","Mileage 170,000 km"
2007 Mazda Mazda3 4dr Sdn Auto GX,"$4,500","Mileage 66,400 km"
2010 Mitsubishi Lancer 4dr Sdn Man SE,"$4,500","Mileage 159,000 km"
2006 Volkswagen Passat 4dr 3.6L V6 Auto,"$4,500","Mileage 175,000 km"
2007 Honda Civic 4dr AT DX-G,"$4,500","Mileage 131,549 km"
2009 Nissan Sentra 4dr Sdn I4 Man 2.0,"$4,500","Mileage 160,000 km"
2008 Chrysler 300 4dr Sdn 300 Touring RWD,"$4,500","Mileage 190,000 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$4,500","Mileage 265,000 km"
2005 Acura TL 4dr Sdn Auto w/Navigation Pkg,"$4,500","Mileage 308,321 km"
2013 Hyundai Accent 4dr Sdn Auto L,"$4,500","Mileage 202,500 km"
2010 Honda Civic 4dr Auto Sport,"$4,500","Mileage 190,500 km"
2009 Nissan Altima 4dr Sdn V6 CVT 3.5 S,"$4,500","Mileage 142,000 km"
2011 Ford Focus 4dr Sdn SE,"$4,500","Mileage 195,000 km"
2012 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$4,500","Mileage 198,000 km"
2004 Acura TSX 4dr Sport Sdn Manual,"$4,500","Mileage 257,234 km"
2006 Subaru Legacy 4dr Sdn 2.5GT Limited Auto,"$4,500","Mileage 241,000 km"
2001 Volkswagen Jetta 4dr Sdn GL Auto,"$4,500","Mileage 246,000 km"
2006 Acura TL 4dr Sdn Auto,"$4,500","Mileage 157,863 km"
2008 Mazda Mazda3 2008.5 4dr HB Sport Auto GX,"$4,500","Mileage 165,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$4,500",Mileage 300 km
2006 Toyota Camry 4dr Sdn SE Auto,"$4,500","Mileage 186,000 km"
2007 Toyota Camry Hybrid 4dr Hybrid,"$4,500","Mileage 276,000 km"
2006 Mazda Mazda3 4dr Sdn GT Manual,"$4,500","Mileage 82,800 km"
2004 Acura TSX 4dr Sport Sdn Manual,"$4,500","Mileage 176,000 km"
2012 Mazda Mazda3 4dr Sdn Auto GX,"$4,500","Mileage 183,000 km"
2006 Toyota Camry 4dr Sdn SE Auto,"$4,500","Mileage 187,000 km"
2003 Honda Accord 4dr Sdn EX Auto w/Leather,"$4,500","Mileage 137,000 km"
2007 Acura CSX 4dr Sdn Auto Navigation Pkg,"$4,500","Mileage 187,762 km"
2010 Nissan Altima 4dr Sdn I4 eCVT Hybrid,"$4,500","Mileage 91,514 km"
2009 Chevrolet Cobalt 4dr Sdn LT w/1SA,"$4,500","Mileage 110,000 km"
2005 Infiniti G35 4dr Auto Luxury AWD,"$4,500","Mileage 267,000 km"
2009 Hyundai Accent 4dr Sdn Auto 25th Anniversary Edition,"$4,500","Mileage 116,000 km"
2013 Hyundai Accent 4dr Sdn Man GL,"$4,500","Mileage 119,733 km"
2009 Chevrolet Malibu 4dr Sdn 2LT,"$4,500","Mileage 174,700 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$4,500","Mileage 117,000 km"
2009 Toyota Camry 4dr Sdn I4 Auto LE,"$4,500","Mileage 265,000 km"
2009 Honda Civic 4dr Auto DX-G,"$4,500","Mileage 163,000 km"
2018 Mercedes-Benz E-Class E 400 4MATIC Sedan,"$52,000","Mileage 52,000 km"
2016 BMW 5 Series 4dr Sdn 550i xDrive AWD,"$40,888","Mileage 69,700 km"
2016 Volkswagen CC 4dr Sdn Highline,"$22,000",Mileage 67 km
2015 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$10,500","Mileage 175,000 km"
2009 BMW 3 Series 4dr Sdn 323i RWD,"$5,800","Mileage 165,000 km"
2008 Chrysler 300 4dr Sdn 300 Limited RWD,"$3,950","Mileage 222,000 km"
2006 Dodge Charger 4dr Sdn RWD,"$3,600","Mileage 205,000 km"
2003 Jaguar S-Type 4dr Sdn V6,"$2,500","Mileage 169,439 km"
2013 Dodge Dart 4dr Sdn SXT,"$4,500","Mileage 198,000 km"
2008 Audi A4 4dr Sdn Auto 2.0T quattro SE,"$4,500","Mileage 236,839 km"
2008 Cadillac CTS 4dr Sdn w/1SA,"$4,500","Mileage 264,000 km"
2002 Volkswagen Jetta 4dr Sdn GLS Turbo Manual,"$4,500","Mileage 170,000 km"
2011 Chevrolet Cruze 4dr Sdn LS w/1SA,"$4,500","Mileage 142,000 km"
2011 Volkswagen Jetta 4dr 2.5L Auto Comfortline,"$4,500","Mileage 169,000 km"
2008 Honda Civic 4dr Auto LX,"$4,400","Mileage 188,000 km"
2006 Toyota Camry 4dr Sdn SE Auto,"$4,400","Mileage 187,000 km"
2009 Chrysler 300 4dr Sdn 300C RWD,"$4,400","Mileage 169,000 km"
2010 Mazda Mazda3 4dr Sdn Man GX,"$4,400","Mileage 148,000 km"
2007 Pontiac Grand Prix 4dr Sdn GXP,"$4,399","Mileage 220,509 km"
2010 Kia Rio 4dr Sdn Auto EX,"$4,350","Mileage 117,500 km"
2012 Kia Rio 4dr Sdn Auto EX+,"$4,300","Mileage 209,700 km"
2007 Honda Civic 4dr AT DX,"$4,300","Mileage 165,000 km"
2007 Nissan Altima 4dr Sdn V6 CVT 3.5 SE,"$4,300","Mileage 134,000 km"
2011 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$4,295","Mileage 205,800 km"
2009 Hyundai Accent 4dr Sdn Auto GL,"$4,249","Mileage 87,000 km"
2011 Chevrolet Cruze 4dr Sdn LT Turbo w-1SA,"$4,200","Mileage 212,000 km"
2008 Toyota Corolla 4dr Sdn Auto CE,"$4,200","Mileage 176,000 km"
2010 Mazda Mazda3 4dr Sdn Auto GX,"$4,200","Mileage 240,000 km"
2009 Ford Fusion 4dr Sdn I4 SE FWD,"$4,200","Mileage 217,220 km"
2010 Chevrolet Cobalt 4dr Sdn LT w/1SA,"$4,150","Mileage 102,931 km"
2008 Honda Accord 4dr I4 Auto EX-L w/Navi,"$4,100","Mileage 260,000 km"
2010 Toyota Matrix 4dr Wgn Auto FWD,"$4,100","Mileage 250,000 km"
2007 Acura TSX 4dr Sdn AT,"$4,100","Mileage 178,000 km"
2010 Mazda Mazda3 4dr Sdn Auto GS,"$4,043","Mileage 183,000 km"
2007 Chrysler Sebring 4dr Touring,"$4,000",Mileage 130 km
2010 Hyundai Sonata 4dr Sdn I4 Auto GL,"$4,000","Mileage 204,000 km"
2004 Acura TSX 4dr Sport Sdn Auto,"$4,000","Mileage 334,200 km"
2009 Honda Accord 2dr I4 Auto EX,"$4,000","Mileage 334,000 km"
2007 Chevrolet Malibu 4dr Sdn LT,"$4,000","Mileage 146,000 km"
2014 Dodge Dart 4dr Sdn Limited,"$4,000","Mileage 200,000 km"
2004 Cadillac Seville 4dr Touring Sdn STS,"$4,000","Mileage 264,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$4,000","Mileage 250,000 km"
2008 Audi A4 4dr Sdn Auto 2.0T quattro,"$4,000","Mileage 220,000 km"
2010 Nissan Maxima 4dr Sdn V6 CVT 3.5 SV,"$4,000","Mileage 269,999 km"
2011 Ford Fiesta 4dr Sdn SE,"$4,000","Mileage 160,000 km"
2008 Nissan Altima 4dr Sdn V6 CVT 2.5 S,"$4,000","Mileage 127,000 km"
2007 Acura TL 4dr Sdn AT,"$4,000","Mileage 156,500 km"
2008 Chrysler Sebring 4dr Sdn LX FWD,"$4,000","Mileage 93,060 km"
2009 Chevrolet Malibu 4dr Sdn 2LT,"$4,000","Mileage 170,000 km"
2008 Toyota Prius 5dr HB,"$4,000","Mileage 300,000 km"
2006 Volkswagen Jetta 4dr 2.5L Auto,"$4,000","Mileage 281,000 km"
2010 Nissan Maxima 4dr Sdn V6 CVT 3.5 SV,"$4,000","Mileage 205,723 km"
